id,start,end
1001039,2016-01-04 10:00:00,2017-08-03 10:00:00
1001040,2016-01-04 10:00:00,2020-12-31 10:00:00
1001041,2016-01-04 10:00:00,2020-12-31 10:00:00
1001042,2016-01-04 10:00:00,2020-12-31 10:00:00
1001043,2016-01-04 10:00:00,2020-12-31 10:00:00
1001044,2016-01-04 10:00:00,2020-12-31 10:00:00
1001045,2016-01-04 10:00:00,2020-06-19 10:00:00
1001046,2016-01-04 10:00:00,2020-12-31 10:00:00
1001047,2016-01-04 10:00:00,2020-12-31 10:00:00
1001048,2016-01-04 10:00:00,2020-12-31 10:00:00
1001049,2016-01-04 10:00:00,2020-12-31 10:00:00
1001050,2016-01-04 10:00:00,2020-12-31 10:00:00
1001051,2016-01-04 10:00:00,2020-12-31 10:00:00
1001052,2016-01-04 10:00:00,2020-12-31 10:00:00
1001053,2016-01-04 10:00:00,2020-12-31 10:00:00
1001054,2016-01-04 10:00:00,2020-12-31 10:00:00
1001055,2016-01-04 10:00:00,2020-12-31 10:00:00
1001056,2016-01-04 10:00:00,2020-12-31 10:00:00
1001058,2016-01-04 10:00:00,2020-12-31 10:00:00
1001059,2016-01-04 10:00:00,2019-06-13 10:00:00
1001060,2016-01-04 10:00:00,2020-12-31 10:00:00
1001062,2016-01-04 10:00:00,2020-12-31 10:00:00
1001063,2016-01-04 10:00:00,2019-07-17 10:00:00
1001064,2016-01-04 10:00:00,2020-12-31 10:00:00
1001065,2016-01-04 10:00:00,2020-12-31 10:00:00
1001066,2016-01-04 10:00:00,2020-12-31 10:00:00
1001067,2016-01-04 10:00:00,2020-12-31 10:00:00
1001068,2016-01-04 10:00:00,2020-12-31 10:00:00
1001069,2016-01-04 10:00:00,2020-12-31 10:00:00
1001070,2016-01-04 10:00:00,2020-12-31 10:00:00
1001071,2016-01-04 10:00:00,2020-12-31 10:00:00
1001072,2016-01-04 10:00:00,2020-12-31 10:00:00
1001073,2016-01-04 10:00:00,2020-12-31 10:00:00
1001074,2016-01-04 10:00:00,2020-12-31 10:00:00
1001075,2016-01-04 10:00:00,2020-10-27 10:00:00
1001076,2016-01-04 10:00:00,2020-12-31 10:00:00
1001077,2016-01-08 10:00:00,2020-12-31 10:00:00
1001078,2016-01-04 10:00:00,2020-12-08 10:00:00
1001079,2016-01-04 10:00:00,2020-12-31 10:00:00
1001080,2016-01-04 10:00:00,2020-06-16 10:00:00
1001081,2016-01-04 10:00:00,2020-12-31 10:00:00
1001082,2016-04-06 10:00:00,2019-07-22 10:00:00
1001083,2016-01-04 10:00:00,2020-12-31 10:00:00
1001085,2016-01-04 10:00:00,2020-12-31 10:00:00
1001086,2016-01-04 10:00:00,2020-12-31 10:00:00
1001088,2016-01-04 10:00:00,2020-12-31 10:00:00
1001089,2016-01-04 10:00:00,2020-10-19 10:00:00
1001090,2016-01-04 10:00:00,2020-12-31 10:00:00
1001091,2016-01-04 10:00:00,2020-12-31 10:00:00
1001092,2016-01-04 10:00:00,2020-12-31 10:00:00
1001093,2016-01-04 10:00:00,2019-08-01 10:00:00
1001094,2016-01-04 10:00:00,2020-10-27 10:00:00
1001095,2016-01-04 10:00:00,2020-12-31 10:00:00
1001096,2016-01-04 10:00:00,2020-12-31 10:00:00
1001097,2016-01-06 10:00:00,2020-09-10 10:00:00
1001099,2016-01-04 10:00:00,2020-12-31 10:00:00
1001100,2016-01-04 10:00:00,2020-12-31 10:00:00
1001101,2016-01-04 10:00:00,2020-12-31 10:00:00
1001102,2016-01-04 10:00:00,2020-12-31 10:00:00
1001103,2016-01-05 10:00:00,2020-04-22 10:00:00
1001104,2016-01-04 10:00:00,2020-12-31 10:00:00
1001105,2016-01-04 10:00:00,2020-12-31 10:00:00
1001106,2016-01-04 10:00:00,2018-01-30 10:00:00
1001107,2016-01-04 10:00:00,2020-12-31 10:00:00
1001108,2016-02-01 10:00:00,2020-12-31 10:00:00
1001109,2016-01-04 10:00:00,2020-12-31 10:00:00
1001110,2016-01-04 10:00:00,2020-12-31 10:00:00
1001111,2016-01-04 10:00:00,2020-12-31 10:00:00
1001112,2016-01-04 10:00:00,2020-12-31 10:00:00
1001113,2016-01-04 10:00:00,2019-11-11 10:00:00
1001114,2016-01-04 10:00:00,2020-12-31 10:00:00
1001115,2016-01-04 10:00:00,2020-12-31 10:00:00
1001116,2016-02-02 10:00:00,2020-12-31 10:00:00
1001117,2016-01-04 10:00:00,2020-12-31 10:00:00
1001118,2016-01-04 10:00:00,2020-12-31 10:00:00
1001119,2016-01-08 10:00:00,2020-12-31 10:00:00
1001120,2016-01-04 10:00:00,2020-12-31 10:00:00
1001121,2016-01-04 10:00:00,2020-12-31 10:00:00
1001122,2016-01-26 10:00:00,2020-09-22 10:00:00
1001123,2016-01-04 10:00:00,2020-12-31 10:00:00
1001124,2016-01-04 10:00:00,2020-10-20 10:00:00
1001125,2016-03-10 10:00:00,2020-12-31 10:00:00
1001127,2016-01-04 10:00:00,2020-04-27 10:00:00
1001128,2016-01-04 10:00:00,2020-12-31 10:00:00
1001129,2016-01-04 10:00:00,2020-12-31 10:00:00
1001130,2016-01-04 10:00:00,2020-12-31 10:00:00
1001131,2016-01-04 10:00:00,2020-12-31 10:00:00
1001132,2016-01-04 10:00:00,2020-12-31 10:00:00
1001133,2016-01-04 10:00:00,2020-12-31 10:00:00
1001134,2016-01-04 10:00:00,2020-12-31 10:00:00
1001135,2016-02-03 10:00:00,2020-12-31 10:00:00
1001136,2016-01-04 10:00:00,2020-12-31 10:00:00
1001137,2016-01-04 10:00:00,2020-12-31 10:00:00
1001138,2016-01-04 10:00:00,2020-12-31 10:00:00
1001139,2016-03-04 10:00:00,2019-08-02 10:00:00
1001140,2016-01-04 10:00:00,2020-12-31 10:00:00
1001141,2016-01-04 10:00:00,2020-10-22 10:00:00
1001142,2016-01-04 10:00:00,2020-12-31 10:00:00
1001143,2016-01-04 10:00:00,2020-12-31 10:00:00
1001144,2016-01-04 10:00:00,2020-06-04 10:00:00
1001145,2016-01-04 10:00:00,2020-12-31 10:00:00
1001146,2016-02-16 10:00:00,2020-08-26 10:00:00
1001147,2016-01-04 10:00:00,2020-12-31 10:00:00
1001148,2016-01-04 10:00:00,2020-12-31 10:00:00
1001149,2016-01-04 10:00:00,2020-11-06 10:00:00
1001150,2016-01-04 10:00:00,2019-07-11 10:00:00
1001151,2016-01-04 10:00:00,2020-12-31 10:00:00
1001152,2016-01-04 10:00:00,2020-12-31 10:00:00
1001153,2016-01-04 10:00:00,2020-12-31 10:00:00
1001154,2016-01-06 10:00:00,2020-12-31 10:00:00
1001155,2016-01-04 10:00:00,2020-12-31 10:00:00
1001156,2016-01-04 10:00:00,2020-12-31 10:00:00
1001157,2016-01-07 10:00:00,2020-12-31 10:00:00
1001158,2016-01-04 10:00:00,2020-12-31 10:00:00
1001159,2016-01-04 10:00:00,2020-12-31 10:00:00
1001160,2016-01-04 10:00:00,2020-12-31 10:00:00
1001161,2016-01-04 10:00:00,2020-12-31 10:00:00
1001162,2016-01-04 10:00:00,2020-12-31 10:00:00
1001163,2016-01-04 10:00:00,2020-12-31 10:00:00
1001164,2016-01-04 10:00:00,2020-12-31 10:00:00
1001165,2016-04-28 10:00:00,2020-12-31 10:00:00
1001166,2016-01-04 10:00:00,2020-12-31 10:00:00
1001167,2016-01-04 10:00:00,2020-12-31 10:00:00
1001168,2016-01-04 10:00:00,2020-12-31 10:00:00
1001169,2016-01-04 10:00:00,2020-12-31 10:00:00
1001170,2016-01-04 10:00:00,2020-12-31 10:00:00
1001171,2016-01-20 10:00:00,2020-12-31 10:00:00
1001172,2016-01-04 10:00:00,2019-09-12 10:00:00
1001173,2016-01-04 10:00:00,2020-12-31 10:00:00
1001174,2016-06-29 10:00:00,2020-12-31 10:00:00
1001175,2016-01-04 10:00:00,2020-12-31 10:00:00
1001176,2016-01-04 10:00:00,2020-12-31 10:00:00
1001178,2016-01-04 10:00:00,2020-12-31 10:00:00
1001179,2016-01-04 10:00:00,2020-12-31 10:00:00
1001180,2016-01-04 10:00:00,2020-12-31 10:00:00
1001181,2016-01-04 10:00:00,2020-12-31 10:00:00
1001182,2016-01-04 10:00:00,2020-12-31 10:00:00
1001183,2016-01-04 10:00:00,2020-12-29 10:00:00
1001184,2016-04-06 10:00:00,2020-12-31 10:00:00
1001185,2016-01-04 10:00:00,2020-12-31 10:00:00
1001186,2016-01-04 10:00:00,2020-12-31 10:00:00
1001188,2016-01-04 10:00:00,2020-12-31 10:00:00
1001189,2016-01-04 10:00:00,2020-12-31 10:00:00
1001190,2016-01-04 10:00:00,2020-12-31 10:00:00
1001191,2016-01-04 10:00:00,2020-12-31 10:00:00
1001192,2016-01-04 10:00:00,2018-06-01 10:00:00
1001193,2016-01-04 10:00:00,2020-12-31 10:00:00
1001194,2016-01-04 10:00:00,2020-12-31 10:00:00
1001195,2016-01-04 10:00:00,2020-12-31 10:00:00
1001196,2016-03-11 10:00:00,2020-12-31 10:00:00
1001198,2016-01-04 10:00:00,2020-12-31 10:00:00
1001199,2016-01-04 10:00:00,2020-11-13 10:00:00
1001200,2016-01-04 10:00:00,2020-12-31 10:00:00
1001201,2016-01-04 10:00:00,2020-12-31 10:00:00
1001202,2016-01-04 10:00:00,2020-12-31 10:00:00
1001203,2016-01-04 10:00:00,2020-12-31 10:00:00
1001204,2016-01-04 10:00:00,2020-12-31 10:00:00
1001205,2016-01-04 10:00:00,2019-07-24 10:00:00
1001206,2016-01-08 10:00:00,2020-12-31 10:00:00
1001207,2016-01-04 10:00:00,2020-12-31 10:00:00
1001208,2016-01-04 10:00:00,2020-12-31 10:00:00
1001209,2016-01-04 10:00:00,2020-12-31 10:00:00
1001210,2016-01-04 10:00:00,2018-01-31 10:00:00
1001212,2016-01-04 10:00:00,2020-12-31 10:00:00
1001214,2016-01-04 10:00:00,2020-12-31 10:00:00
1001215,2016-01-04 10:00:00,2020-12-31 10:00:00
1001216,2016-01-04 10:00:00,2020-12-31 10:00:00
1001217,2016-01-04 10:00:00,2020-12-31 10:00:00
1001218,2016-01-19 10:00:00,2020-11-03 10:00:00
1001219,2016-01-04 10:00:00,2020-12-31 10:00:00
1001220,2016-01-04 10:00:00,2020-12-31 10:00:00
1001221,2016-01-04 10:00:00,2020-12-30 10:00:00
1001222,2016-01-04 10:00:00,2020-12-31 10:00:00
1001223,2016-01-04 10:00:00,2020-12-29 10:00:00
1001225,2016-01-04 10:00:00,2020-12-31 10:00:00
1001226,2016-01-04 10:00:00,2020-12-31 10:00:00
1001227,2016-01-04 10:00:00,2020-12-31 10:00:00
1001228,2016-01-04 10:00:00,2020-12-31 10:00:00
1001229,2016-01-04 10:00:00,2020-12-31 10:00:00
1001230,2016-01-04 10:00:00,2020-12-31 10:00:00
1001231,2016-01-04 10:00:00,2017-04-21 10:00:00
1001232,2016-01-04 10:00:00,2020-12-31 10:00:00
1001233,2016-01-04 10:00:00,2020-12-31 10:00:00
1001234,2016-01-04 10:00:00,2020-12-31 10:00:00
1001235,2016-01-04 10:00:00,2020-12-31 10:00:00
1001236,2016-01-04 10:00:00,2020-12-31 10:00:00
1001237,2016-01-04 10:00:00,2020-12-31 10:00:00
1001238,2016-01-04 10:00:00,2020-12-31 10:00:00
1001239,2016-01-04 10:00:00,2019-07-09 10:00:00
1001240,2016-01-04 10:00:00,2020-12-31 10:00:00
1001241,2016-09-08 10:00:00,2020-12-31 10:00:00
1001242,2016-01-04 10:00:00,2020-12-31 10:00:00
1001243,2016-01-04 10:00:00,2020-12-31 10:00:00
1001244,2016-01-04 10:00:00,2020-12-31 10:00:00
1001245,2016-01-04 10:00:00,2020-07-03 10:00:00
1001246,2016-01-04 10:00:00,2020-12-31 10:00:00
1001247,2016-01-04 10:00:00,2020-12-31 10:00:00
1001248,2016-01-04 10:00:00,2020-11-25 10:00:00
1001249,2016-01-04 10:00:00,2020-12-31 10:00:00
1001250,2016-01-04 10:00:00,2020-12-31 10:00:00
1001251,2016-01-04 10:00:00,2020-12-31 10:00:00
1001252,2016-01-04 10:00:00,2020-11-06 10:00:00
1001253,2016-01-04 10:00:00,2020-12-31 10:00:00
1001254,2016-01-04 10:00:00,2020-12-31 10:00:00
1001255,2016-01-04 10:00:00,2020-12-31 10:00:00
1001257,2016-01-04 10:00:00,2020-12-31 10:00:00
1001258,2016-01-04 10:00:00,2020-12-31 10:00:00
1001259,2016-01-04 10:00:00,2020-12-31 10:00:00
1001260,2016-01-04 10:00:00,2020-12-31 10:00:00
1001261,2016-01-04 10:00:00,2020-12-31 10:00:00
1001262,2016-01-04 10:00:00,2020-12-31 10:00:00
1001263,2016-01-04 10:00:00,2020-12-31 10:00:00
1001265,2016-01-04 10:00:00,2020-12-17 10:00:00
1001267,2016-01-04 10:00:00,2020-10-14 10:00:00
1001268,2016-01-04 10:00:00,2020-12-31 10:00:00
1001269,2016-01-04 10:00:00,2020-12-31 10:00:00
1001270,2016-01-04 10:00:00,2020-12-31 10:00:00
1001271,2016-05-09 10:00:00,2020-12-31 10:00:00
1001272,2016-01-04 10:00:00,2020-12-31 10:00:00
1001273,2016-01-04 10:00:00,2020-12-31 10:00:00
1001274,2016-01-21 10:00:00,2020-12-31 10:00:00
1001276,2016-01-04 10:00:00,2020-12-31 10:00:00
1001277,2016-01-04 10:00:00,2020-12-31 10:00:00
1001278,2016-01-04 10:00:00,2020-12-31 10:00:00
1001279,2016-01-04 10:00:00,2019-11-26 10:00:00
1001280,2016-01-04 10:00:00,2019-07-11 10:00:00
1001281,2016-01-04 10:00:00,2020-12-31 10:00:00
1001282,2016-01-04 10:00:00,2020-12-31 10:00:00
1001283,2016-01-04 10:00:00,2020-05-20 10:00:00
1001284,2016-01-04 10:00:00,2020-12-31 10:00:00
1001285,2016-01-04 10:00:00,2020-12-31 10:00:00
1001286,2016-01-04 10:00:00,2020-12-31 10:00:00
1001287,2016-01-18 10:00:00,2020-12-31 10:00:00
1001288,2016-01-04 10:00:00,2020-12-31 10:00:00
1001289,2016-01-04 10:00:00,2020-12-31 10:00:00
1001290,2016-01-04 10:00:00,2020-12-31 10:00:00
1001291,2016-01-04 10:00:00,2020-12-31 10:00:00
1001292,2016-01-04 10:00:00,2020-12-31 10:00:00
1001293,2016-01-06 10:00:00,2018-07-24 10:00:00
1001294,2016-01-04 10:00:00,2020-12-31 10:00:00
1001295,2016-01-04 10:00:00,2020-12-31 10:00:00
1001296,2016-05-31 10:00:00,2020-12-31 10:00:00
1001297,2016-01-04 10:00:00,2020-12-31 10:00:00
1001298,2016-01-04 10:00:00,2020-12-31 10:00:00
1001299,2016-01-04 10:00:00,2020-12-30 10:00:00
1001300,2016-01-04 10:00:00,2020-12-31 10:00:00
1001301,2016-01-04 10:00:00,2020-12-31 10:00:00
1001302,2016-01-20 10:00:00,2020-12-31 10:00:00
1001303,2016-01-04 10:00:00,2020-12-31 10:00:00
1001304,2016-01-04 10:00:00,2020-12-31 10:00:00
1001305,2016-01-04 10:00:00,2020-12-31 10:00:00
1001306,2016-01-04 10:00:00,2020-12-31 10:00:00
1001307,2016-01-04 10:00:00,2020-12-31 10:00:00
1001308,2016-01-04 10:00:00,2020-12-31 10:00:00
1001309,2016-01-04 10:00:00,2020-12-31 10:00:00
1001310,2016-01-04 10:00:00,2020-12-31 10:00:00
1001311,2016-01-04 10:00:00,2020-12-31 10:00:00
1001312,2016-04-15 10:00:00,2020-12-31 10:00:00
1001313,2016-01-04 10:00:00,2019-08-08 10:00:00
1001314,2016-01-04 10:00:00,2020-06-19 10:00:00
1001315,2016-01-04 10:00:00,2020-12-31 10:00:00
1001316,2016-01-04 10:00:00,2020-12-31 10:00:00
1001317,2016-01-04 10:00:00,2020-12-31 10:00:00
1001318,2016-01-04 10:00:00,2020-12-31 10:00:00
1001319,2016-01-04 10:00:00,2020-12-31 10:00:00
1001320,2016-01-21 10:00:00,2020-12-31 10:00:00
1001322,2016-01-04 10:00:00,2020-12-31 10:00:00
1001323,2016-03-07 10:00:00,2020-12-29 10:00:00
1001324,2016-01-04 10:00:00,2020-12-31 10:00:00
1001325,2016-01-04 10:00:00,2020-12-31 10:00:00
1001326,2016-01-04 10:00:00,2020-12-31 10:00:00
1001327,2016-01-04 10:00:00,2020-12-31 10:00:00
1001328,2016-01-04 10:00:00,2020-12-31 10:00:00
1001329,2016-01-04 10:00:00,2020-12-31 10:00:00
1001330,2016-01-04 10:00:00,2020-11-02 10:00:00
1001331,2016-01-04 10:00:00,2020-12-31 10:00:00
1001332,2016-01-04 10:00:00,2020-12-31 10:00:00
1001333,2016-01-04 10:00:00,2020-12-31 10:00:00
1001334,2016-01-04 10:00:00,2020-12-31 10:00:00
1001335,2016-02-01 10:00:00,2020-12-31 10:00:00
1001336,2016-01-04 10:00:00,2020-12-31 10:00:00
1001337,2016-01-04 10:00:00,2020-12-31 10:00:00
1001338,2016-01-04 10:00:00,2020-12-31 10:00:00
1001339,2016-02-26 10:00:00,2020-12-31 10:00:00
1001340,2016-01-04 10:00:00,2020-12-31 10:00:00
1001341,2016-01-04 10:00:00,2020-12-31 10:00:00
1001342,2016-01-04 10:00:00,2020-12-31 10:00:00
1001343,2016-04-12 10:00:00,2020-12-31 10:00:00
1001344,2016-01-04 10:00:00,2020-12-31 10:00:00
1001345,2016-01-06 10:00:00,2020-12-31 10:00:00
1001346,2016-03-29 10:00:00,2020-12-31 10:00:00
1001348,2016-01-04 10:00:00,2020-12-21 10:00:00
1001349,2016-01-04 10:00:00,2020-12-31 10:00:00
1001350,2016-01-11 10:00:00,2020-12-31 10:00:00
1001351,2016-01-04 10:00:00,2020-12-31 10:00:00
1001352,2016-01-04 10:00:00,2020-12-31 10:00:00
1001353,2016-01-04 10:00:00,2020-12-31 10:00:00
1001354,2016-02-16 10:00:00,2020-12-31 10:00:00
1001355,2016-01-04 10:00:00,2020-12-31 10:00:00
1001356,2016-01-04 10:00:00,2020-12-31 10:00:00
1001357,2016-01-04 10:00:00,2020-12-31 10:00:00
1001358,2016-01-04 10:00:00,2020-12-31 10:00:00
1001360,2016-05-23 10:00:00,2020-12-31 10:00:00
1001361,2016-01-04 10:00:00,2020-12-31 10:00:00
1001362,2016-01-04 10:00:00,2020-12-31 10:00:00
1001363,2016-01-04 10:00:00,2020-12-31 10:00:00
1001364,2016-04-01 10:00:00,2020-12-31 10:00:00
1001365,2016-03-15 10:00:00,2020-12-31 10:00:00
1001366,2016-01-04 10:00:00,2020-12-31 10:00:00
1001367,2016-01-04 10:00:00,2020-12-31 10:00:00
1001368,2016-01-04 10:00:00,2020-12-31 10:00:00
1001369,2016-01-04 10:00:00,2020-12-31 10:00:00
1001370,2016-03-15 10:00:00,2020-12-14 10:00:00
1001371,2016-01-04 10:00:00,2020-12-31 10:00:00
1001372,2016-01-04 10:00:00,2020-12-31 10:00:00
1001373,2016-01-04 10:00:00,2020-12-31 10:00:00
1001374,2016-01-04 10:00:00,2020-12-31 10:00:00
1001375,2016-01-04 10:00:00,2020-12-31 10:00:00
1001376,2016-01-04 10:00:00,2020-12-31 10:00:00
1001377,2016-01-04 10:00:00,2020-12-31 10:00:00
1001378,2016-01-04 10:00:00,2020-12-31 10:00:00
1001379,2016-01-04 10:00:00,2020-12-31 10:00:00
1001380,2016-01-04 10:00:00,2020-12-31 10:00:00
1001381,2016-01-04 10:00:00,2020-12-31 10:00:00
1001382,2016-01-04 10:00:00,2020-12-31 10:00:00
1001383,2016-01-04 10:00:00,2020-12-31 10:00:00
1001384,2016-01-04 10:00:00,2020-12-31 10:00:00
1001385,2016-01-04 10:00:00,2020-12-31 10:00:00
1001386,2016-07-05 10:00:00,2020-12-31 10:00:00
1001387,2016-01-04 10:00:00,2020-11-24 10:00:00
1001388,2016-01-04 10:00:00,2020-12-31 10:00:00
1001389,2016-01-04 10:00:00,2020-12-31 10:00:00
1001390,2016-01-04 10:00:00,2020-12-31 10:00:00
1001391,2016-01-04 10:00:00,2020-12-31 10:00:00
1001392,2016-01-04 10:00:00,2018-04-26 10:00:00
1001393,2016-01-04 10:00:00,2020-12-30 10:00:00
1001394,2016-01-04 10:00:00,2020-12-31 10:00:00
1001395,2016-01-04 10:00:00,2020-12-31 10:00:00
1001396,2016-01-04 10:00:00,2020-09-28 10:00:00
1001397,2016-01-04 10:00:00,2020-12-31 10:00:00
1001398,2016-01-04 10:00:00,2020-12-31 10:00:00
1001399,2016-02-03 10:00:00,2020-12-31 10:00:00
1001400,2016-01-04 10:00:00,2020-12-22 10:00:00
1001401,2016-01-04 10:00:00,2020-12-31 10:00:00
1001402,2016-01-04 10:00:00,2020-12-31 10:00:00
1001403,2016-01-04 10:00:00,2020-12-31 10:00:00
1001404,2016-01-04 10:00:00,2020-12-31 10:00:00
1001405,2016-01-04 10:00:00,2020-12-31 10:00:00
1001406,2016-01-04 10:00:00,2020-12-31 10:00:00
1001407,2016-01-04 10:00:00,2020-12-31 10:00:00
1001408,2016-03-30 10:00:00,2020-12-31 10:00:00
1001409,2016-01-04 10:00:00,2020-12-31 10:00:00
1001410,2016-01-04 10:00:00,2020-12-31 10:00:00
1001411,2016-01-19 10:00:00,2020-12-31 10:00:00
1001412,2016-01-04 10:00:00,2020-12-31 10:00:00
1001413,2016-01-04 10:00:00,2020-12-31 10:00:00
1001414,2016-01-04 10:00:00,2020-12-31 10:00:00
1001415,2016-01-04 10:00:00,2020-12-31 10:00:00
1001416,2016-01-05 10:00:00,2020-12-31 10:00:00
1001417,2016-01-04 10:00:00,2020-12-31 10:00:00
1001418,2016-01-04 10:00:00,2020-12-31 10:00:00
1001419,2016-01-04 10:00:00,2020-12-31 10:00:00
1001420,2016-01-04 10:00:00,2020-12-31 10:00:00
1001421,2016-01-04 10:00:00,2020-12-31 10:00:00
1001422,2016-01-04 10:00:00,2020-12-31 10:00:00
1001423,2016-01-04 10:00:00,2020-12-31 10:00:00
1001424,2016-01-04 10:00:00,2020-12-31 10:00:00
1001425,2016-01-04 10:00:00,2020-12-31 10:00:00
1001426,2016-01-04 10:00:00,2020-12-31 10:00:00
1001427,2016-01-04 10:00:00,2020-12-31 10:00:00
1001428,2016-01-04 10:00:00,2020-12-31 10:00:00
1001429,2016-01-13 10:00:00,2020-12-31 10:00:00
1001430,2016-01-04 10:00:00,2020-12-31 10:00:00
1001431,2016-01-04 10:00:00,2020-12-31 10:00:00
1001432,2016-01-04 10:00:00,2020-12-31 10:00:00
1001433,2016-01-04 10:00:00,2020-12-31 10:00:00
1001434,2016-02-25 10:00:00,2020-12-31 10:00:00
1001435,2016-01-04 10:00:00,2020-12-31 10:00:00
1001436,2016-01-04 10:00:00,2020-12-31 10:00:00
1001437,2016-01-04 10:00:00,2020-12-31 10:00:00
1001438,2016-01-04 10:00:00,2020-12-31 10:00:00
1001439,2016-01-04 10:00:00,2020-12-31 10:00:00
1001440,2016-01-05 10:00:00,2020-12-31 10:00:00
1001441,2016-01-04 10:00:00,2020-12-31 10:00:00
1001442,2016-01-04 10:00:00,2020-12-31 10:00:00
1001443,2016-01-04 10:00:00,2020-12-31 10:00:00
1001444,2016-01-04 10:00:00,2020-12-31 10:00:00
1001445,2016-06-20 10:00:00,2020-12-31 10:00:00
1001446,2016-01-04 10:00:00,2020-12-31 10:00:00
1001447,2016-01-04 10:00:00,2020-12-31 10:00:00
1001448,2016-01-04 10:00:00,2020-12-22 10:00:00
1001449,2016-01-04 10:00:00,2020-11-12 10:00:00
1001450,2016-01-04 10:00:00,2020-12-31 10:00:00
1001451,2016-01-04 10:00:00,2020-12-31 10:00:00
1001452,2016-01-04 10:00:00,2020-12-31 10:00:00
1001453,2016-01-04 10:00:00,2020-12-31 10:00:00
1001454,2016-01-04 10:00:00,2020-12-31 10:00:00
1001455,2016-01-04 10:00:00,2020-12-31 10:00:00
1001456,2016-01-04 10:00:00,2020-12-31 10:00:00
1001457,2016-01-04 10:00:00,2020-12-31 10:00:00
1001458,2016-01-04 10:00:00,2019-07-25 10:00:00
1001459,2016-01-04 10:00:00,2020-12-31 10:00:00
1001460,2016-01-04 10:00:00,2020-12-31 10:00:00
1001461,2016-01-04 10:00:00,2020-12-31 10:00:00
1001462,2016-01-04 10:00:00,2020-11-13 10:00:00
1001463,2016-01-04 10:00:00,2020-12-31 10:00:00
1001464,2016-01-04 10:00:00,2020-12-31 10:00:00
1001465,2016-01-04 10:00:00,2020-12-31 10:00:00
1001466,2016-01-04 10:00:00,2020-12-31 10:00:00
1001467,2016-01-04 10:00:00,2020-12-31 10:00:00
1001468,2016-01-04 10:00:00,2020-12-31 10:00:00
1001469,2016-01-04 10:00:00,2020-12-31 10:00:00
1001470,2016-01-04 10:00:00,2020-12-31 10:00:00
1001471,2016-01-04 10:00:00,2020-12-31 10:00:00
1001472,2016-01-04 10:00:00,2020-12-31 10:00:00
1001473,2016-01-04 10:00:00,2020-12-31 10:00:00
1001474,2016-01-04 10:00:00,2020-12-31 10:00:00
1001475,2016-01-04 10:00:00,2020-12-31 10:00:00
1001476,2016-01-04 10:00:00,2020-12-31 10:00:00
1001477,2016-01-04 10:00:00,2020-12-31 10:00:00
1001478,2016-01-04 10:00:00,2020-12-31 10:00:00
1001479,2016-01-04 10:00:00,2020-12-31 10:00:00
1001480,2016-01-04 10:00:00,2020-12-31 10:00:00
1001481,2016-01-04 10:00:00,2020-12-31 10:00:00
1001482,2016-01-04 10:00:00,2020-12-31 10:00:00
1001483,2016-01-04 10:00:00,2020-12-31 10:00:00
1001484,2016-01-04 10:00:00,2020-12-31 10:00:00
1001485,2016-01-04 10:00:00,2020-12-31 10:00:00
1001486,2016-01-04 10:00:00,2020-12-31 10:00:00
1001487,2016-01-04 10:00:00,2020-12-31 10:00:00
1001488,2016-01-05 10:00:00,2019-09-02 10:00:00
1001489,2016-01-04 10:00:00,2020-12-31 10:00:00
1001490,2016-01-04 10:00:00,2020-12-31 10:00:00
1001491,2016-01-04 10:00:00,2020-12-31 10:00:00
1001492,2016-01-13 10:00:00,2019-11-07 10:00:00
1001493,2016-01-04 10:00:00,2020-12-31 10:00:00
1001494,2016-01-04 10:00:00,2020-12-31 10:00:00
1001495,2016-01-05 10:00:00,2020-12-31 10:00:00
1001496,2016-01-04 10:00:00,2020-12-31 10:00:00
1001497,2016-01-04 10:00:00,2020-12-31 10:00:00
1001498,2016-01-04 10:00:00,2020-12-31 10:00:00
1001499,2016-01-04 10:00:00,2020-12-31 10:00:00
1001500,2016-01-04 10:00:00,2020-12-31 10:00:00
1001501,2016-01-04 10:00:00,2020-12-31 10:00:00
1001502,2016-01-04 10:00:00,2020-12-31 10:00:00
1001503,2016-01-04 10:00:00,2020-12-31 10:00:00
1001504,2016-01-04 10:00:00,2020-12-31 10:00:00
1001505,2016-01-04 10:00:00,2020-12-31 10:00:00
1001506,2016-01-04 10:00:00,2020-12-31 10:00:00
1001507,2016-01-04 10:00:00,2020-12-31 10:00:00
1001508,2016-01-04 10:00:00,2020-12-31 10:00:00
1001509,2016-06-30 10:00:00,2020-12-31 10:00:00
1001510,2016-01-04 10:00:00,2020-12-31 10:00:00
1001511,2016-01-04 10:00:00,2020-12-31 10:00:00
1001512,2016-01-04 10:00:00,2020-12-31 10:00:00
1001513,2016-01-04 10:00:00,2020-12-31 10:00:00
1001514,2016-01-04 10:00:00,2020-12-31 10:00:00
1001515,2016-01-04 10:00:00,2020-12-31 10:00:00
1001516,2016-01-04 10:00:00,2020-12-31 10:00:00
1001517,2016-01-04 10:00:00,2020-12-31 10:00:00
1001518,2016-01-04 10:00:00,2020-12-31 10:00:00
1001519,2016-01-04 10:00:00,2020-12-31 10:00:00
1001520,2016-02-16 10:00:00,2020-12-31 10:00:00
1001521,2016-01-04 10:00:00,2020-12-31 10:00:00
1001522,2016-01-04 10:00:00,2020-12-31 10:00:00
1001523,2016-01-04 10:00:00,2020-12-31 10:00:00
